,tag,text
53189,neg,"the bottom line : just like a slasher movie , this ? 80s comedy is just one too many ."
59943,neg,"charlie , meanwhile , is resentful of having born in a town where hockey is the only measure of a man's worth ."
35083,neg,"i think fincher was acting as if the film is moodier and more poignant than it really is , which is probably one of the reasons it fails miserably ."
52093,neg,he will select a group of slaves to secretly mine out a gold ore site .
36906,neg,"the child enola , played by tina majorino , is living proof that a child actor need not be a bad thing to have in a movie ; she outshines her material all the way through ."
63958,neg,"in this way , he can be seen as "" above the law , "" but he still adheres strictly to her own personal code of conduct , his own morality ."
50447,neg,"well , a scumball buys a chinese puzzle from a guy in an arab souk ."
50507,neg,"lots of slime and red-dyed corn syrup does not constitute "" horror , "" in my opinion ."
47150,neg,"the movie's one main asset is the surprising performance by mike myers as steve rubell , the famous owner of the nightspot ."
63487,neg,"at the same time , not one but two hit men are preparing to kill clint eastwood when he arrives ."
53985,neg,i suggest that all ladies take their husbands/boyfriends to see this movie if they are pissed off at them about something !
64653,neg,a big-budget and glossy production can not make up for a lack of spontaneity that permeates their tv show .
51023,neg,"from dusk till dawn ( director/editor : robert rodriguez ; screenwriters : quentin tarantino/robert kurtzman ( story ) ; cinematographer : guillermo navarro ; cast : quentin tarantino ( richie gecko ) , george clooney ( seth gecko ) , juliette lewis ( kate fuller ) , harvey keitel ( jacob fuller ) , ernest liu ( scott fuller ) , salma hayek ( santanico pandemonium ) , tom savini ( sex machine ) , fred williamson ( frost ) , cheech marin ( border guard/chet pussy/carlos ) , michael parks ( texas ranger ) , brenda hillhouse ( hostage gloria ) ; runtime : 108 ; dimension films ; 1996 )"
53891,neg,"ultimately , it is little more than a ridiculous action film with a plot as believable as the warren report , ugly violence that would have made peckinpah cringe , and terrible acting by b-list actors like michael biehn and anne archer ."
64468,neg,it contains several scenes of sex sans nudity .
59702,neg,"still , i can't recall a comedy about the subject before bye bye love ."
46206,neg,the film comes briefly to life .
35649,neg,"it's probably not surprising that his hateful little boy , unfortunately blessed 'ani' by everyone he knows , joins the dark side and kills everyone as quickly as possible ."
42850,neg,"as often happens with writers who are working below what they are actually capable of , most of the really good lines are throwaways , while the big , painstaking gags mostly fall flat ."
54146,neg,the movie's music soars over its story and performers .
55883,neg,"and behind the whole scheme , in cahoots with the head gang , the kod ( no , not "" cod "" , but "" knights of destruction "" . . . really ! ) , is none other than . . . the"
47416,neg,"as retribution , she confesses to her husband that she once had deep feelings for a naval officer she eyeballed at a hotel where she and bill once stayed ."
35066,neg,"with crude humor , an intolerable script and 2 hours and 19 minutes of pure torture , i'm surprised i didn't walk out ."
47393,neg,it puts itself so far out in front of the movie that everything else gets lost .
39277,neg,she may want to consider this to become her standard look from this point forward .
46370,neg,"the sole purpose of this scene seemed to be to set up the subsequent chopper rescue scene , which i suppose was intended to be dramatic as well ."
47629,neg,the real offender here is screenwriter gerald di pego .
33381,neg,"talking of pants , parillaud has her clothes off faster than you can say "" point of no return . """
39851,neg,"basically , he says , it boils down to a lack of imagination among the majority of writers ."
61670,neg,"there are no surprises awaiting the audience in the jackal , no moment when you say to yourself , "" i wonder what happens next ? """
43726,neg,"steve buscemi pops up in a funny cameo , and his scenes are pretty funny ."
51348,neg,he even stoops so low to put them into children's toys .
59113,neg,the thrills and action are lazy and mechanical .
43788,neg,"if you don't think kevin kline in drag is funny , wait ? til you see will smith in drag-it's even less funny ."
42528,neg,and those elements alone are not enough to make it a good film .
58692,neg,to hell with reasons !
41374,neg,kevin does not help matters by dismissing his wife .
37951,neg,"it ends with the same results that happened to hubby number one , as its story of ambition and lust winds down in a whimper ."
33824,neg,"gruffudd is cute and harmless , perhaps , but evans can't even aspire to that ."
43877,neg,his childhood is cruelty and competition .
63766,neg,"the rest of the movie has them fighting the park's overpopulation of prairie dogs as well as a deranged ex-ranger , played by dennis hopper , who is out to stop old faithful before its billionth birthday celebration , scheduled for later in the week ."
61053,neg,"this film's narrative is little more than a jumbled , unfunny mess ."
38817,neg,wouldn't the flames burn off the fingerprints ?
47383,neg,will we see blood and intestines spattering on every place imaginable ?
55933,neg,the best moments of the film are in the opning scenes where kurt russel's character todd is shown growing up under strict military supervision .
54116,neg,these circa-10th century clashes involve a roving band of cannibalistic creatures capable of decapitating opponents with their bare hands and a dozen norse soldiers out to stop them from terrorizing the viking countryside .
48292,neg,"one scene in which a slightly de-glamed helen hunt ( de-glamed here means that not only is she a fashion victim [her look is somewhere between goth queen and trailer park mama] , hunt's hair is also natty and badly bleached ) verbally castigates spacey , feels right out of her as good as it gets oscar clip ."
38217,neg,lost in space luckily doesn't suffer in every single category that it could have .
56419,neg,"they're doubly troubled when the return of darren's 'one and only love' sandy perkins ( amanda detmer , "" final destination "" ) returns to their home town but doesn't cause a ripple in darren's devotion to judith ."
61208,neg,"this time around , the man with no name is played by bruce willis , a fellow with a shady history of an undefined nature who rolls into the texas border town of jericho one day on his way to mexico ."
34739,neg,it appears to kill men because it just likes too .
42829,neg,rated r .
35201,neg,"the early wave of this revival , while just as cheesy and laughable , at least knew to include thrills every five to ten minutes ."
38923,neg,please have mercy .
46373,neg,"in a disaster movie , there's usually one guy who's greedy enough to cover up the possibility of eruption/fire/earthquake/explosion/tsunami/tornado/meteorite , and usually gets killed by the disaster ."
37587,neg,but beck's family and emotional problems take a back seat to the action and thrills in dead-bang .
52276,neg,""" neither have i , "" rebuts perry ."
36236,neg,sam is broke .
38694,neg,it is that kind of exhausting excess to which cage is responding with his detached performance .
34956,neg,"the stunts and action are badly filmed , and badly choreographed ."
63911,neg,"then the she moves in with a family , befriends everyone in town -- including ashley judd's character ( who has five kids and still can work part-time as a nurse ) -- fights off religious freaks , survives a tornado , breaks the heart of the wacky librarian that saved her , receives an inheritance , builds a martha stewart-esque house , becomes an award-winning photographer , and manages to always look like she stepped out of a cosmo shoot , all while not once doing anything with her kid ."
42033,neg,"pacing of the film is simply too slow to thrill the viewers , and those patient enough to sit through its entirety have to wait a long time between any interesting or significant developments ."
59144,neg,"why has he done this , you ask ?"
50767,neg,"their passengers , led by the ominous wes studi , are the type of multi-national terrorist squads usually only seen in die hard films ."
49475,neg,and of course their almost supernatural accuracy with their guns was called upon to get them out of far too many close calls .
58220,neg,"sadly , they start being butchered one by one by the bloodthirsty killer ."
49374,neg,lack of dialogue makes him the ultimate caricature .
40029,neg,"so for the first half hour of the film , you're basically just sitting there , watching these two "" lovers "" go through the motions until the "" betrayal "" occurs ."
38643,neg,"at least the former "" ellen "" star is going for something a little different ."
53737,neg,"it would have been simple enough to have them somehow entangled at that point , but instead they run into each other the next day because they're leaving their parole officers at exactly the same moment ."
35112,neg,"without a doubt , the best thing about home fries is barrymore ; at the risk of sounding sexist , she's never looked better than here , as a curly redhead with twinkling eyes ."
42415,neg,"and just two days before his release , too ."
34110,neg,"most of the time , they're probably thinking about killing their agents or wondering if making this movie marks the end of their careers ."
58345,neg,"but then rupert graves gives us so heroic performance as prentice , the guy who never grew up ( and if there is a bafta prize for most convincing portrayal of a rabid fan at a buzzcocks' concert , he should win that too ) that i guess there's no reason to explain why he's so screwed up ."
56786,neg,"but , although salon kitty doesn't happen to be anything more than rather more stylish and expensive soft porn ( although not very successful ; some of supposedly erotic scenes are quite unappealing ) , it does try to have more multidimensional characters and even something resembling dramatic conflict - this time between power-hungry and scruples wallenberg and hedonistic womanhood symbolised by kitty ."
39623,neg,"even the credit sequence seemed to be out of a steve martin , or chevy chase , eighties comedy ."
39964,neg,"most of our planet is devastated , with humans living in a few protected cities ."
51727,neg,"writer/director edward burns has trotted out a hackneyed storyline , the trajectory of which will be instantly recognizable to anyone who hasn't spent their life in seclusion ."
37718,neg,"nothing wrong with that , but she entered the room from the floor and knew exactly where the mask was - so why didn't she and macdougal tunnel in directly under the mask instead of the other side of the room ?"
48910,neg,"better yet , rewatch the original . . . you'll"
57253,neg,i can think of at least two other superior films where watching the film didn't mean we were seeing what was really happening .
37551,neg,"there's the expected amount of toilet humor in "" deuce . """
55048,neg,"since the characters are immediately generalized as either greedy or caring , the expectations of who will survive or not is killed five minutes after you meet them ."
47647,neg,"cell-phones ring every five minutes , and everyone hurriedly rushes along , leaving marginal time for the frustrated viewer to relate to the sisters' issues and problems ."
36073,neg,"a line of students is outside at night , peering through telescopes at the dark sky above ."
49558,neg,"again , maybe i'm missing the satirical point that harmon is trying to make , but if so , i think it could have been handled a little more tactfully ."
58757,neg,"i'd try to discourage any further obsession myself , lest any kid seeing this movie think it's a wonderful thing to con your dad into racing out to buy you any toy you want ."
48812,neg,"the dialogue is strictly b-movie material , and the plotting relies too heavily on coincidences to be believable ."
62749,neg,wife ( or girlfriend ) questions her partners' murderous activities and leaves him .
56960,neg,willis and baldwin are just overplaying to type .
42371,neg,the fart jokes surrounding the spleen are surprisingly the only gags that work .
38470,neg,"this of course , leads to more massive carnage , blood shed , and graphic depictions of limbs and heads being ripped and severed from their bodies ."
61714,neg,"the setting seems perfect for a high- energy battle of the sexes with partisanship thrown into the mix , but that's never the tone that underwood is going for ."
40476,neg,"though not without redeeming qualities , this film is bad ."
56392,neg,"( he uses the word "" leverage "" like some sort of scientologist mantra . )"
51307,neg,"but just when you think the filmmakers are having fun with you , they take themselves seriously ."
57322,neg,"the men in the picture don't do much better -- joe mantegna is pretty dull as the man who remarries robin , while dicaprio , as a christian slater/johnny depp-type spoiled young actor , is funny but disengaging ."
59755,neg,"the film is full of these half-thought-through ideas that give the impression of any old gaffer , grip or makeup artist throwing in random stuff and saying , "" wouldn't that be funny ? "" ."
33286,neg,milo o'shea ( who looks like an irish tom snyder ) is the matchmaker who pops onscreen occasionally to spew his words of wisdom and bring lonely souls together .
37554,neg,"for most of us , i think that childhood fascination with bodily functions disappears when we hit the far-side of puberty and discover how funny sex is ."
60216,neg,"if you've ever seen a movie , which you probably have considering you are on this website , you should know about all of the trivia they post before a movie ."
42476,neg,so i didn't expect too much from this .
63290,neg,this is a film that takes itself seriously .
50338,neg,also along the way are some other messages mashed together to create an even more overwhelming experience .
37064,neg,is he ?
36896,neg,"after 92 minutes , it ends ."
58513,neg,"which is why his performance in "" what's the worst that could happen ? """
51915,neg,i took one lesson away from watching tarzan and the lost city -- ape men and bones that morph into skeletal warriors don't mix .
35124,neg,""" wild things "" could be classified as a black comedy , a sultry film noir or a plain ol' erotic thriller , but the one category it doesn't qualify for is that of a quality motion picture ."
54163,neg,"all this sloppiness can be attributed to the screenwriters , one of whom , scott silver , is also the director ."
47112,neg,the big hit of the title refers to a kidnapping that happens a quarter of the way through the film .
41121,neg,"matthau , whose magnificently rumpled face looks like a big pile of laundry with eyes , has a field day as oscar , the crown prince of the curmudgeons ."
61317,neg,"okay , if the videotapes were being buried , then how were they recording themselves . . . oh ,"
33812,neg,"charlize theron , an extraordinary talent , is , like affleck , playing whatever part the script requires her to play , whether it be vulnerability at one moment , anger at the next ."
36275,neg,critique : i did not laugh once during this entire picture .
53041,neg,"instead of "" will they meet ? """
57502,neg,"i'm not saying all of them should be star trek ii : the wrath of khan , but this one boldly went where no movie should go again ."
60772,neg,"instead , the film just gives quirky a bad name ."
57279,neg,"here and there men lose limbs ; in one scene miller is pulling a man to safety , there's an explosion , and miller looks back to see he is only pulling half a man ."
35185,neg,it has a vivid soundmix .
40452,neg,"it's an efficient , effective set-up for the character , who is clearly nobody's idea of a hero at the outset ."
60970,neg,"anyhoo , freddie prinze jr . . . . nuff"
41396,neg,i considered it inexcusable the way the audience was toyed with .
51380,neg,"it's quite funny to see a film indulge , with the straightest of faces , in all those cheesy horror movie cliches that wes craven lampooned so well ( and so recently ) in scream ."
55563,neg,"for an enjoyable performance by timothy hutton , plot holes the size of godzilla , getting our intelligence insulted and several "" oh come on ! """
60590,neg,"one of the reason would surely be films like national lampoon's loaded weapon 1 , that , in many ways , symbolise the biggest problem of contemporary american film industry - lack of originality and ideas ."
49837,neg,handling such a ridiculous task is incredibly difficult and pitt deserves some credit for his work .
52159,neg,"as for nudity , it is very sparse , but at least we get to see angela zimmerly ( far and away the most attractive cast member ) before her body is bruised , torn , and bloodied by the dragging incident ."
57528,neg,and guess what ?
40324,neg,he is tragically unbelievable and comically bad .
42251,neg,"sebastian valmont lives with his stepsister , kathryn merteuil ( sarah michelle gellar ) , the bitch-queen of the universe , and also the woman every man wants ."
43477,neg,and no wonder .
49710,neg,"while the comedy sequences are never complete , a few are elaborate and some quite funny ."
55815,neg,"his new case is lee cullen , played by vanessa williams who , unlike all the other scumbags he's ever relocated , is "" an actual , real life honest person . """
57039,neg,i did everything i possibly could to stay awake during the screening . . .
62185,neg,"the story deals with the love affair between tenley ( jessica biel ) , a wealthy cape cod girl and ryan ( prinze ) , a local boy from a working class family who dreams of becoming a big-time baseball star ."
38810,neg,what does jack proceed to do ?
39432,neg,"oh , it starts deceptively okay , with a handful of intriguing characters and some solid location work ."
38242,neg,"instead , it depends upon a series of humorous situations : oscar and felix lose the car over a cliff , are caught smuggling mexicans over the border , take up with two women on the run from their violent husbands ( the women are played by christine baranski of "" cybill "" and jean smart of "" designing women "" ) , and hitch a ride with a man who dies in the desert ."
63233,neg,"worst of all , godzilla isn't even exciting ."
58353,neg,terrific closure .
39345,neg,"as in all psychological thrillers , the battle lines are clearly drawn ."
56120,neg,"we could paraphrase michelle pfieffer's character in dangerous minds and say that beyond rangoon starts with an "" a . """
45927,neg,here's the cool sight : he melts .
42657,neg,"all that , the depth and true horror of the book is gone and only special effects make you remain in your seat ."
53622,neg,"mack is also being tailed by a couple of cops , one an inexperienced rookie ( dominic sweeney ) , the other ( john flaus ) a worn out veteran who frequents wendy's jazz club ."
56850,neg,"disney's "" air bud "" tells a boy-and-his-dog story with a twist -- the pooch is quite an accomplished basketball player ."
36828,neg,ted tries to escape and we cheer him on so it will end soon .
40174,neg,"eric roberts as bubba rocque , always believable as the woman-abusing bad guy who knows how to box ( see final analysis , coincidentally also directed by phil joanou ) is believable here as the woman-abusing bad guy who knows how to box ."
52813,neg,and what a delicious piece of campery it often is .
46021,neg,"it's up to laura and her former partner , bounty hunter press lennox ( michael madsen , another returnee ) ; and patrick's uninfected shipmate dennis gamble ( mykelti williamson ) to find patrick before the in-heat eve does ."
45365,neg,"if you've seen any action flick of the past fifteen years , you'll recognize plenty of lifted elements ."
48024,neg,"in the film , patch is played by the undefeatable and indefatigable robin williams , in a performance of such insulting pathos and sledgehammer sympathy that i wonder now if he is even human ."
43722,neg,"the court scene at the end of the film is useless and unbelievable , and not helped by the soppy overacting ."
59122,neg,"gyllenhall's sweet-natured delivery of jimmy's hilariously na ? ve narration serves as the backbone for an otherwise flimsy coming-of-age story : jimmy is a bubble boy , a kid born without immunity who could die if he comes in contact with a single germ -- a plight explored more seriously in the john travolta tv movie boy in the plastic bubble and less so on seinfeld ."
42485,neg,"actually , the doctor is researching the "" primordial fear reaction "" and intends to plant disturbing ideas in his subjects and watch !"
61874,neg,i couldn't write down all the reprintable dialogue from the d . i .
33453,neg,"so what do you get when you mix together plot elements from various successful sci-fi films such as close encounters of the third kind , 2001 : a space odyssey , apollo 13 and contact ?"
58011,neg,""" varsity blues "" is the best film of 1999 thus far ."
42626,neg,"now , movie-goers are looking for the sophistication of titanic -- visuals that are so well-incorporated that it's impossible to tell where they end and where "" reality "" begins ."
62291,neg,"jar jar binks is one of the most annoying characters i've ever had to endure , but he's more interesting than most of the humans ."
52755,neg,"while this contrast is supposedly meant to highlight the shallowness of the other characters' lives , the only thing that makes shallow and superficial interesting is if it's funny ."
41888,neg,but all of a sudden she says yes .
48642,neg,"first , we have the prison warden subplot ."
34966,neg,"i originally wrote this review for my college newspaper back in '95 , but i wanted to re-write it because not all retro reviews should be about the classics ."
44239,neg,"the biggest suspect is an authoress , catherine tramell ( sharon stone ) , who wrote a novel in which the murder was eerily presaged ."
40597,neg,"and if you can't stand them ( like me ) , then "" spice world "" will really make you sick ."
39401,neg,probably would have been remembered as nothing more than a poorly done documentary with the occasional inappropriate horror-movie touch .
62788,neg,"never once does the story seem to connect together , it just jumps around repeatedly ."
56486,neg,the passengers on the bus then view the girl in their minds as everything from saint to sinner .
46604,neg,"there's just too much of a sit-com feel here , especially during the so-called serious moments , and all the confusion between the characters ."
58583,neg,most horror movies released today are just as inane as this film is .
58218,neg,a bunch of unsuspecting teens get a summer job at a long closed summer camp .
42663,neg,"shue's talent is barely seen , josh brolin is underused and the rest of the cast suffer mostly for the lack of talent ."
56727,neg,"with these elements in place and the benefit of freddie francis' lush cinematography , the film is at least a feast for the senses ."
49254,neg,"the biggest problem with the amalgamation , in this case , is that the film is absurd and the comedy is out of place ."
49454,neg,the exceptions are when he fears he's going crazy : a far cry from his smarter-than-you'd expect routine that he's more adept at .
52405,neg,"a more flexible performer might have given weight to the character , pulling the audience into his haunted intensity , making switchback _his_ film ."
51148,neg,""" the whole nine yards "" is neither facetious nor , aside from the subplot about jill's shocking eagerness to become a professional hitwoman , inventive , and more often than not , just lies there , the film spinning drearily around and around in the projector , but never igniting any sort of spark ."
56345,neg,"as this film flopped commercially , his next one , the sixth sense , pared down the schmaltz and came up smelling like a rose ."
51990,neg,"i thought chris carter did for releasing an x-files movie , although , that movie adaptation was an excellent way to spend two hours ."
55794,neg,"in addition to his vague characterizations and uninspired action sequences , ramsey's script assaults the audience with his attempts to copy the vulgar , poetic rhythms of tarantino or mamet-style dialogue ."
33998,neg,jet li is a grand and personable screen presence .
64513,neg,"instead of using characterization to propel the events , it will be completely random , and yet totally predictable ! ?"
62495,neg,"goldblum has episodes of brilliance in his career , but here he seems to have been replaced with a lifeless pod from his "" invasion of the body snatchers "" ."
39858,neg,"it relies on an audience's perception of our leaders as ineffectual and duplicitous and on terrorists as non-human , faceless entities not worthy of compassion or consideration ."
44872,neg,"the story is beyond routine , the script is embarrassing ( at one point , this jumbo jet is flying completely upside down ) , the characters are worthless , and the performances are annoying ."
40497,neg,"these scenes grow worse and worse , culminating in an absurd climax ."
51089,neg,"he wore a bizarre get-up and did a lot of yelling in the terminally awful snake eyes , and here he attempts a performance that can relate to someone completely losing their grip on reality ."
50684,neg,it might be true-to-life with some people ; but that doesn't mean * i * have to like it .
48162,neg,"sure , it had shock value , but so did se7en and the game , and they were significantly stronger films ."
57729,neg,"i'm not exactly sure where all this money went , but it certainly did not register onscreen ."
40403,neg,"the thug , in the meantime , proves that he's evil through his annoying habit of smashing half-empty beer bottles all of a sudden and for no apparent reason ."
60279,neg,""" the siege "" is constantly heavy-handed , not entertaining or insightful , and just goes to prove that not even the best actors can save a film that lacks a satisfactory screenplay ."
34592,neg,"we get an endless parade of quick-cuts , split-screens , zoom-outs , zoom-ins , and rotating cameras , all in an effort to cover up the sheer stupidity of the script ."
48678,neg,"an attempt at florida film noir , palmetto fails at the most fundamental levels ."
38014,neg,"for example , the film tells a few substories ( such as the tale of a woeful absinthe bender , or an alternative telling of how van gogh lost his ear ) , but they are so flat and so plastic that they come off as prefabricated and unbelievable ."
41145,neg,bilko -- and none of them ever manage to be anything more than a rehash of the last .
47231,neg,"and then there's the climax and ending , which abruptly come when helen starts having contractions after eating some pound cake spiked with a labor-inducing drug normally used on horses ."
54741,neg,suspense probably could have been attained if the actors had been able to create something new or different than the original .
47240,neg,"he may be right , in an absurdly accurate way , but the film doesn't give us a reason to care ."
44836,neg,"williams plays jakob haim , a jew imprisoned in a polish ghetto during world war ii ."
40178,neg,"and at the end of our day , none of this is really worth 2 hrs and 12 minutes of our personal misery ."
63052,neg,"we can't take this film seriously , nor can we take this as fun , so really what good is it ?"
57993,neg,there isn't much good about this movie .
42080,neg,he encounters a group of norse warriors who convince him to join them on a mysterious journey to be taken by 13 men .
56445,neg,another thing that i noticed towards the end was that some characters just vanished without a trace but they were fairly major through most of the beginning .
55469,neg,"if i were an anthropologist , this film would insult me immensely ."
61932,neg,"forget north , clifford , or , heaven help us , even on deadly ground ."
36161,neg,my first press screening of 1998 and already i've gotten a prime candidate for my worst ten of the year list .
52168,neg,"judging from the fact that potty-mouth adam sandler is the reigning box-office comedy champion , you realize -- albeit while shaking your head -- that yes , there is an audience for this sort of thing ."
56569,neg,"the last hour of the film is just one scene after another of gia getting high , losing a job , and going into rehab ."
42707,neg,( 1 ) murphy shatters the record for the most profanity in a motion picture .
36726,neg,apparantly money talks .
59336,neg,riiiiight .
38999,neg,"in the meantime , billie is on an emotional hunt for her missing mom ."
38059,neg,""" desperate measures "" is a generic title for a film that's beyond generic ."
45112,neg,someone get me my lithium !
40285,neg,"the overall scenario is not without promise and several plot twists ( such as the revelation that the enormous craft is actually an american space ship , apparently from the future ) offer intriguing possibilities ."
58677,neg,"there are several predictable horror film clich ? s present in "" end of days , "" complete with the old "" black cat hiding in a cabinet "" bit , not that we ever find out what the cat was doing in there ."
44170,neg,"not only does the ludicrous screenplay ignore the possibility that someone in the audience may have a triple-digit i . q . , but it doesn't bother to give any of the on-screen individuals even a hint of depth ."
50681,neg,"frankly , dropping her on the spot would have seemed the most civilized action arkin could make ; punching her in the mouth not the least ."
53241,neg,i know how much you like letters .
61979,neg,"that , right there , is problem #1 ."
38627,neg,i didn't laugh at ellen degeneres much ( i think i was supposed to ) .
60049,neg,"instead , what you get is a collection of rough and inconsistent cuts , bad continuity and inaccuracies ."
51456,neg,"nothing works in this film , as to be expected from joel schumacher , who has made only one watchable film in his entire career ( that being "" cousins "" ) ."
52532,neg,"despite a healthy dose of humor and some surprising sincerity , the crow is still just a couple notches above its straight-to-video brethren ."
53343,neg,"ugly . ) , he'd convert to creationism on the spot ."
58698,neg,"perhaps arnold needs to make some movies with james cameron to revive his career , because it's not happening with hack peter hyams here ."
37820,neg,"slow and plodding , this project is a total mess ."
62654,neg,"who , thankfully , dosen't say much ."
45080,neg,"to do this , they must exhibit at least marginal depth and must also be interesting ."
42926,neg,"despite his sometimes violent nature , readers couldn't help but feel sympathetic toward his plight as the spawn of the underworld ."
37070,neg,"the film is supposed to be a big suspense thriller , but save a couple moments , the film never achieves suspense , or even a sense of intrigue ."
62043,neg,"down below all the whos are preparing for their whobilation , but the grinch is determined to steal their christmas ."
59968,neg,i guess these mysterians really are as shallow as they appear .
59269,neg,but to what end ?
54208,neg,the acting was good plus the jokes had humor and made you laugh .
60608,neg,that movie was violent but not in the overdone cartoonish manner of more recent verhoeven pics .
42023,neg,no matter .
37761,neg,"and even his sidekick co-star , "" saturday night live "" alumnus rob "" makin' copies "" schneider , does what's expected of him , although neither appear to want the role of straight man ."
62132,neg,although the acting is fantastic ( even stallone isn't bad ) the directing and story is dull and long winded
59766,neg,"* * * * amazing , potent stuff ."
40829,neg,suspense at its very derivative !
40289,neg,it makes sitting through sphere a frustrating and pointless experience .
45152,neg,"throughout the whole film , she looks dorky ."
64157,neg,"there are a few decent scenes involving the interaction between dangerfield and knight , but they are far too infrequent to carry the movie ."
63863,neg,"chris o'donnell , once considered a rising star , successfully burns up on reentry with this performance ."
50333,neg,"while he may have had an oscar worthy film back in 1995 ( dead man walking ) , he gets a little overconfident and sloppy here ."
57247,neg,any significant archetype that is set up in the beginning of the film is simply turned into a plot device .
44588,neg,even a science fiction film must be internally consistent .
60953,neg,i even felt my iq dip below its usual low as toilet humor somehow worked its way into this so-called romantic-comedy-action movie ?
56470,neg,"when a film is produced on a shoestring budget by a couple of hardworking filmmakers and when it tells the story of a genuine tragedy , the easy path for a reviewer who hated the movie is to give it a pass ."
47523,neg,"all the great stereotypes get pulled , including my personal favorite of the key witness that makes bail and is murdered soon thereafter ."
41860,neg,one wonders what they saw in the script .
38327,neg,betty is a little surprised to find a woman sleeping in the borrowed bungalow .
46885,neg,the only real reason for making this film was to somehow out-perform deep impact .
33948,neg,"the scene shifts to a prison in china , where han sing ( jet li ) learns of his brothers murder ."
52538,neg,""" party of five , "" i do know however , seems to be the starting ground for actresses in the teen horror genre ."
41853,neg,also along is larry ( skipp suddeth ) .
36845,neg,"antonio hires ted for a couple bucks to watch his kids all night long , but things go wrong . . . it"
50937,neg,"dushku , who possesses an alluring femme fetale quality , has got to stop taking roles belonging to rose mcgowan ."
62714,neg,there are also a few obviously improvised lines that are fresher than anything that's on the page .
52636,neg,"she's horrified that her husband would have owned such a film ( in 8mm , of course ) and just wants welles to snoop around without police interference to see what he can find ."
53209,neg,dances with wolves was golden and brown-it looked like an eggo commercial .
55549,neg,"no thanks , i'll just ditch it in the back of my car ."
63267,neg,it may also be word-of-mouth-proof .
41752,neg,kinski is bland and unmotivated .
49676,neg,this is a film that needed the hype .
58746,neg,"jingle all the way is formula crap that follows the if someone falls on his ass , it must be funny school of thought ."
40415,neg,the characters are one-dimensional and uninteresting .
48214,neg,most of what comes on screen is generic sit-com level material -- the kind of slop that people will absorb while dozing off in their favorite easy chair in front of the television set .
38464,neg,phasers ?
34037,neg,"it's a short sequence of stills--heather : 7 years ; ali : 40 years ; lisa : life imprisonment , for example--but it's infinitely more telling than the 110 minutes of rampant unpleasantness that precedes it ."
49259,neg,"er , mark wahlberg stars as melvin surley , a hitman ."
41327,neg,"i suppose there's some amusement viewers could derive from the ridiculous premise , if they were that desperate ."
52419,neg,so why did i see his latest teen bisexual angst opus ?
48049,neg,"but it's not as bad as half-baked , simplistic themes ."
32955,neg,"i mean , showing melissa sagemiller running away from visions for about 20 minutes throughout the movie is just plain lazy ! !"
63499,neg,"however , trying is simply not enough !"
39184,neg,"ray is the only son of a low-level mobster once arrested for running an illegal casino operation out of his bloomfield , new jersey , suburban basement ."
36988,neg,"babe ruth didn't quit baseball after one season to play football in a quixotic quest to prove his athletic dexterity , and neither should stone reject what she does best ."
35945,neg,"yet wrapped in elizabethan english , the dialogue becomes difficult to comprehend ."
62053,neg,the grinch isn't even the villain here ; that role is filled by the corrupt mayor of whoville ( jeffrey tambor ) who was the grinch's rival for martha's affection .
59981,neg,a bad guy who owns a wild animal = cliche .
35857,neg,"dave foley isn't given enough to do , as well as "" will & grace's "" megan mullally who can be funny ."
42996,neg,"the remaining four fishermen are all cardboard stereotypes ( hawkes says to a female stranger in one scene "" you know what would look good on you ?"
60047,neg,"very often , when a film is as putrid as this production , there will at least be a decent quality of film making to reveal an occasional moment of glory ."
62461,neg,the only other bright spot is the sweeping african scenery .
43293,neg,"for one , the movie's approach is interesting and not dripping with clich ? ."
40642,neg,wigand is irate at his negative treatment for what he still considered continued to be loyalty to his agreement and his former employer .
61852,neg,"my inner flag was at half-mast last year when nick at nite pulled "" dragnet "" reruns off the air ."
60289,neg,"although they stomach the gruesome deed of getting rid of the body ( which also disturbingly involves dismantling the body using power saws in order to stuff it into suitcases ) , when they return from their trip , guilt and paranoia begins to set in which slowly consumes some of the five friends ."
52030,neg,"in his latest , he gives the viewers a raucous , neon-lit backdrop as cinematographer and points the audience down a drug-infested path of misadventure as director ."
47926,neg,"o two living , breathing adults ( bullock's character and the first mate ) who have to be told , step by step , how to disconnect a trip wire from the pin of a hand grenade ."
44827,neg,13 half-hour episodes certainly hadn't exhausted all possible situations .
56870,neg,"the end credits note that "" no special visual effects were used in the basketball sequences of this motion picture . """
63401,neg,"i know of no other reason to explain the ridiculous ending which features the survivors confronting a pack of raptors , then being saved by the most ludicrous of logic jumps within a few minutes ."
42400,neg,"your first clue that something isn't gonna be quite right with the movie you're about to see : it's heavily christmas-themed and its release date is , oh , say , at the end of february ."
56076,neg,"or for that matter talk to the fiancee afterwards , but what can be expected this is a children's movie ."
48935,neg,we do not feel for these characters and do not get inside their heads .
47093,neg,"nobody else in the apartment complex appears to mind all the racket , but one old dear does go ballistic when sarah's bathtub overflows ."
44650,neg,"the whole film seems to be in a race with itself to be over , as is evident in the final sequence , where there is no comedic denouement after the climax ."
64627,neg,"calling himself zardoz , frayn gathers a bunch of outlanders and makes them into a group called the exterminators , whose purpose is to kill most of the other outlanders so they can't procreate and take up more resources ."
42774,neg,"seriously , this idea--a psycho bumping off people in the style of urban legends--is a great one and i wish it could have been pulled off ."
